StudyDay,ParticipantIdentifier,SR_affect_neg_angry,SR_affect_neg_angry_am,SR_affect_neg_ashamed,SR_affect_neg_ashamed_am,SR_affect_neg_bored,SR_affect_neg_bored_am,SR_affect_neg_depressed,SR_affect_neg_depressed_am,SR_affect_neg_embarrassed,SR_affect_neg_embarrassed_am,SR_affect_neg_frustrated,SR_affect_neg_frustrated_am,SR_affect_neg_guilty,SR_affect_neg_guilty_am,SR_affect_neg_lazy,SR_affect_neg_lazy_am,SR_affect_neg_lonelyIsolated,SR_affect_neg_lonelyIsolated_am,SR_affect_neg_nervousAnxious,SR_affect_neg_nervousAnxious_am,SR_affect_neg_sad,SR_affect_neg_sad_am,SR_affect_neg_stressed,SR_affect_neg_stressed_am,SR_affect_pos_amused,SR_affect_pos_amused_am,SR_affect_pos_appreciated,SR_affect_pos_appreciated_am,SR_affect_pos_excited,SR_affect_pos_excited_am,SR_affect_pos_focused,SR_affect_pos_focused_am,SR_affect_pos_happy,SR_affect_pos_happy_am,SR_affect_pos_hopeful,SR_affect_pos_hopeful_am,SR_affect_pos_motivated,SR_affect_pos_motivated_am,SR_affect_pos_relaxedCalm,SR_affect_pos_relaxedCalm_am,drinks_gap,exercise_gap,leisureNonSolo_gap,leisureSolo_gap,nonoccupation_gap,occupation_gap,sleep_gap,socialMedia_gap
2022-10-25,c2097f36-4ca3-4537-856d-a649d1557553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,c8b323ca-be8b-4374-ab2c-b4788e4a0e3d,4.0,,3.0,,4.0,,4.0,,4.0,,3.0,,4.0,,4.0,,4.0,,3.0,,4.0,,5.0,,4.0,,4.0,,3.0,,4.0,,4.0,,4.0,,4.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,d1b92e8e-c6b8-49d5-9dfd-8aacea8cd493,3.0,,3.0,,3.0,,2.0,,2.0,,3.0,,4.0,,3.0,,4.0,,4.0,,2.0,,3.0,,2.0,,2.0,,3.0,,4.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,d520094e-39dc-47da-b764-049277fa48ad,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,5.0,,1.0,,5.0,,1.0,,1.0,,1.0,,5.0,,1.0,,1.0,,3.0,,1.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,d77924dd-6dcf-4288-bb01-186fa08cfd0b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,d973b82f-367b-4871-94a9-181421f870e8,3.0,,4.0,,3.0,,3.0,,3.0,,4.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,2.0,,3.0,,3.0,,2.0,,3.0,,3.0,,3.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,db5e0fe0-e3bf-4aab-82f9-a3bfff92e1a3,1.0,,1.0,,4.0,,5.0,,1.0,,2.0,,3.0,,4.0,,5.0,,1.0,,3.0,,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,deaf9ec8-984d-41bb-aab6-ef213452c297,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,ea3e9fa2-5a64-431c-be25-3ff532f0445f,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,ed16354a-961a-4e5e-83de-ce9a17b25a2f,4.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,f889f1a4-9754-456e-ae08-092f992d3359,2.0,,1.0,,3.0,,1.0,,1.0,,2.0,,1.0,,4.0,,1.0,,4.0,,1.0,,3.0,,3.0,,3.0,,3.0,,2.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-25,fed3a16b-c5a3-4a84-a111-32b7574e04b5,2.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-26,2baee05a-5e5a-4436-8c25-2628d46d1e08,,1.0,,2.0,,2.0,,2.0,,1.0,,2.0,,1.0,,2.0,,2.0,,4.0,,2.0,,4.0,,3.0,,4.0,,3.0,,3.0,,4.0,,4.0,,4.0,,4.0,,,,,,,,
2022-10-26,bf670311-c590-473a-98ab-d719ebf0f2ab,,3.0,,3.0,,3.0,,3.0,,4.0,,4.0,,4.0,,4.0,,3.0,,3.0,,3.0,,3.0,,3.0,,4.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,,,,,,,
2022-10-30,01801252-3a7e-4f5f-8b6d-49e8da3902f3,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,2.0,,1.0,,2.0,,3.0,,2.0,,3.0,,3.0,,3.0,,4.0,,4.0,,4.0,,4.0,,5.0,,3.0,,,,,,,,,
2022-10-30,0501ba67-3406-4779-aff1-878a0e9f7885,3.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,1.0,,4.0,,3.0,,4.0,,1.0,,5.0,,3.0,,2.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,0ca43379-41b5-47fb-90ba-0a22e6bf5586,3.0,,1.0,,3.0,,4.0,,2.0,,4.0,,1.0,,4.0,,4.0,,4.0,,4.0,,4.0,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,1.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,146e1ab8-c4ca-4a52-9261-e108b38eea53,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,2.0,,4.0,,4.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,147400db-43d9-4155-8bf2-b85b8adf4315,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,156895d9-0f71-4844-92dd-3fb298f84f2b,3.0,,3.0,,1.0,,3.0,,2.0,,3.0,,2.0,,2.0,,2.0,,3.0,,4.0,,2.0,,2.0,,1.0,,2.0,,2.0,,2.0,,2.0,,1.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,1b9b62f1-095b-4819-92a0-ea8e7abee884,1.0,,4.0,,4.0,,1.0,,4.0,,4.0,,2.0,,4.0,,4.0,,5.0,,4.0,,5.0,,1.0,,1.0,,2.0,,2.0,,2.0,,2.0,,3.0,,1.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,1e7aef96-16cc-43f8-95d4-e3bc582eb6d3,1.0,,2.0,,2.0,,1.0,,1.0,,2.0,,1.0,,5.0,,1.0,,3.0,,1.0,,4.0,,3.0,,4.0,,2.0,,3.0,,4.0,,3.0,,2.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,2262249f-9158-4ba1-9555-fa961d86e92e,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,3.0,,1.0,,3.0,,3.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,27f7805e-5951-47b4-9f42-4c6200001cc6,2.0,,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,3.0,,2.0,,4.0,,2.0,,3.0,,2.0,,4.0,,2.0,,3.0,,2.0,,1.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,2baee05a-5e5a-4436-8c25-2628d46d1e08,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,3223b573-6de0-4aeb-b005-dd2e467b1e62,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,2.0,,3.0,,2.0,,4.0,,4.0,,3.0,,2.0,,4.0,,3.0,,2.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,39efadc3-7957-4b75-b560-d0d6c89cfe8b,1.0,,1.0,,1.0,,2.0,,2.0,,4.0,,1.0,,1.0,,1.0,,4.0,,2.0,,5.0,,1.0,,1.0,,1.0,,5.0,,2.0,,1.0,,3.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,3ae93375-05c4-494d-9ed1-b5fbd3340507,3.0,,4.0,,2.0,,4.0,,5.0,,4.0,,4.0,,4.0,,5.0,,5.0,,4.0,,4.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,3bb57dd9-1d69-471c-b769-b3323748bb9f,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,3.0,,1.0,,3.0,,1.0,,2.0,,1.0,,3.0,,2.0,,2.0,,2.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,412330b3-cc02-4030-96cd-f4cfdcc45fa6,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,43adea65-466c-4891-8bd9-301c4d6560c8,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,4965aa0d-a7a9-4d1c-b835-3f79a29e0d39,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,4.0,,3.0,,3.0,,2.0,,4.0,,3.0,,3.0,,4.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,596d1036-bafa-47c3-9886-a588a37789bb,4.0,,5.0,,1.0,,3.0,,2.0,,4.0,,5.0,,2.0,,5.0,,5.0,,4.0,,5.0,,1.0,,3.0,,2.0,,4.0,,3.0,,2.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,5e509967-0d3b-4fe1-a275-231ba42473d5,1.0,,5.0,,3.0,,1.0,,2.0,,4.0,,3.0,,3.0,,1.0,,4.0,,3.0,,3.0,,1.0,,4.0,,2.0,,3.0,,3.0,,1.0,,2.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,64755242-4b1b-4ed6-86d3-4f48d695beab,1.0,,1.0,,2.0,,1.0,,1.0,,2.0,,1.0,,4.0,,1.0,,3.0,,1.0,,2.0,,2.0,,4.0,,3.0,,2.0,,3.0,,4.0,,3.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,6b827de8-fe47-4007-aad3-202655b954e3,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,6c1b2b3c-3c06-4238-830d-65b76904e8b5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,6e86c427-c679-4acd-aeb4-19ada9022b66,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,74b5736e-0605-4d41-a046-7fcb7c59e816,3.0,,3.0,,3.0,,3.0,,3.0,,2.0,,2.0,,3.0,,2.0,,2.0,,3.0,,3.0,,2.0,,2.0,,2.0,,2.0,,4.0,,3.0,,4.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,76acef3c-d659-4fdd-b258-3668a1597584,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,7d501571-5d23-4f09-9266-1644f4f71add,1.0,,1.0,,5.0,,2.0,,1.0,,3.0,,1.0,,3.0,,2.0,,1.0,,1.0,,4.0,,1.0,,2.0,,1.0,,5.0,,2.0,,1.0,,2.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,837ea159-60c6-4bde-b3ba-2c107844a9bb,1.0,,1.0,,4.0,,2.0,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,90592e06-bcf6-4150-85b0-c5daf7e7569c,3.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,9330d6d9-c667-43be-b437-a3c988dd10d7,2.0,,1.0,,3.0,,1.0,,2.0,,3.0,,1.0,,3.0,,1.0,,3.0,,2.0,,4.0,,4.0,,4.0,,3.0,,3.0,,4.0,,4.0,,4.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,9de55851-54a0-4295-b45f-1dc7d69c22a1,2.0,,1.0,,4.0,,2.0,,1.0,,2.0,,1.0,,3.0,,2.0,,1.0,,1.0,,3.0,,3.0,,3.0,,2.0,,4.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,a01397bb-a8a5-4cd1-af6f-6ace410f125d,4.0,,4.0,,2.0,,5.0,,4.0,,4.0,,4.0,,2.0,,1.0,,5.0,,3.0,,5.0,,4.0,,4.0,,4.0,,2.0,,3.0,,4.0,,3.0,,5.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,a57c95d0-1fcc-4a16-aba7-294259f89fd7,2.0,,2.0,,3.0,,2.0,,1.0,,4.0,,1.0,,4.0,,3.0,,4.0,,2.0,,2.0,,2.0,,2.0,,1.0,,3.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,a8b5a9ea-b762-4f46-a431-6c530215c498,2.0,,1.0,,3.0,,2.0,,2.0,,3.0,,3.0,,3.0,,1.0,,3.0,,2.0,,3.0,,5.0,,5.0,,5.0,,3.0,,5.0,,4.0,,1.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,a9de00be-460d-4b74-bed3-bf013fe2052a,5.0,,1.0,,4.0,,3.0,,1.0,,4.0,,1.0,,2.0,,5.0,,1.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,b032c7ad-4287-4c23-8078-f75d3da262b8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,bf670311-c590-473a-98ab-d719ebf0f2ab,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,bfc23509-915e-4c0a-bbad-8ed6fe3df8f1,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,c2097f36-4ca3-4537-856d-a649d1557553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,c8b323ca-be8b-4374-ab2c-b4788e4a0e3d,4.0,,2.0,,5.0,,5.0,,4.0,,2.0,,5.0,,4.0,,5.0,,5.0,,5.0,,2.0,,5.0,,4.0,,2.0,,5.0,,4.0,,4.0,,2.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,d1b92e8e-c6b8-49d5-9dfd-8aacea8cd493,3.0,,2.0,,2.0,,3.0,,2.0,,3.0,,4.0,,2.0,,3.0,,3.0,,3.0,,4.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,3.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,d520094e-39dc-47da-b764-049277fa48ad,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,1.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,d77924dd-6dcf-4288-bb01-186fa08cfd0b,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,2.0,,1.0,,4.0,,3.0,,2.0,,3.0,,3.0,,1.0,,4.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,d973b82f-367b-4871-94a9-181421f870e8,4.0,,4.0,,4.0,,4.0,,5.0,,4.0,,2.0,,5.0,,4.0,,3.0,,3.0,,4.0,,3.0,,4.0,,4.0,,2.0,,4.0,,3.0,,4.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,d99872af-3068-4840-9118-3e5724df83b8,2.0,,2.0,,5.0,,5.0,,2.0,,5.0,,3.0,,5.0,,5.0,,5.0,,5.0,,5.0,,1.0,,2.0,,3.0,,2.0,,4.0,,2.0,,2.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,db5e0fe0-e3bf-4aab-82f9-a3bfff92e1a3,1.0,,1.0,,1.0,,4.0,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,ea3e9fa2-5a64-431c-be25-3ff532f0445f,4.0,,3.0,,3.0,,4.0,,3.0,,4.0,,3.0,,3.0,,3.0,,4.0,,4.0,,4.0,,3.0,,3.0,,2.0,,3.0,,3.0,,3.0,,3.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,ed16354a-961a-4e5e-83de-ce9a17b25a2f,2.0,,2.0,,5.0,,3.0,,2.0,,4.0,,3.0,,4.0,,4.0,,2.0,,3.0,,3.0,,2.0,,2.0,,1.0,,2.0,,2.0,,2.0,,1.0,,3.0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-30,fed3a16b-c5a3-4a84-a111-32b7574e04b5,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022-10-31,c62ae7a2-6fe6-4fd5-9b9e-93773b08d8b9,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,,,,,,,
